"thread_name","post_content","post_date"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_257]#Q&_^Q&Q#AVATAR:https://images.gog.com/07673306d00fde639f7f93c086bd545ac16fdc585b1df799a107067d93dfbde1_avm.jpg#Q&_^Q&Q#USERNAME:Nicole28#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:257#Q&_^Q&Q# \n   Since this is easy to miss as it\'s a bit hidden in a vague thread for now, before it goes live. GOG will be releasing public profiles soon, which will include the ability to show off your game library. \n  \n   [url=https://www.gog.com/forum/general/introducing_new_privacy_settings]https://www.gog.com/forum/general/introducing_new_privacy_settings[/url] \n  #Q&_^Q&Q#LINK:257#Q&_^Q&Q#[/quote] \n  \n Wow, this is great. I\'ll definitely find some use for it. \n  \n  [quote_257]#Q&_^Q&Q#AVATAR:https://images.gog.com/07673306d00fde639f7f93c086bd545ac16fdc585b1df799a107067d93dfbde1_avm.jpg#Q&_^Q&Q#USERNAME:Nicole28#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:257#Q&_^Q&Q# \n   I was wondering, if it\'s feasible to compile a Steamspy-esque stat base to see how many copies of each game are owned based on public profiles? Although one caveat is I think the default option for the game library is [b]""Friends only""[/b], so I\'m not sure how useful such a compilation might be. \n  #Q&_^Q&Q#LINK:257#Q&_^Q&Q#[/quote] \n  \n It\'s most likely possible, not sure if I\'ll be the one to implement it though. \n  \n  [quote_258]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:258#Q&_^Q&Q# \n   Does this mean you will still rely on external sources to identify future unlisted games, or have you found a way to detect these automatically as well? \n  #Q&_^Q&Q#LINK:258#Q&_^Q&Q#[/quote] \n  \n Unfortunately yes, but most new games are listed for a short time before they go live and are replaced by packages. It\'s still far from optimal and I may look into a way to automate this, but it\'ll be a lot of work and will still rely on user reports. This update was already getting much bigger than I planned, so I didn\'t want to postpone it even further. \n  \n  [quote_259]#Q&_^Q&Q#AVATAR:https://images.gog.com/b22b5e1aa66ce2027d57e140e28bc5c088c28b3ad523aa8108a0b842f1264003_avm.jpg#Q&_^Q&Q#USERNAME:huan#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:259#Q&_^Q&Q# \n    ReferenceError: gogData is not defined \n  #Q&_^Q&Q#LINK:259#Q&_^Q&Q#[/quote] \n  \n Thanks, I\'ll look into it.'","2018-04-18 20:44:08"
"b'GOG Database - A website that collects data on GOG games'","b'Another quick update that adds a media tab with screenshots and videos.'","2018-04-18 22:41:43"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_262]#Q&_^Q&Q#AVATAR:https://images.gog.com/89861f6068da914aa41a1e8783ee1c6a48f386f93c7cf4da6cf24c42c4daf8a9_avm.jpg#Q&_^Q&Q#USERNAME:muntdefems#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:262#Q&_^Q&Q# \n   Is it gonna be up again soon? I was in the middle of browsing today's gazillion logs trying to catch all the updates not covered by Legacy MaGog for the weekly digest... :P \n  \n   [b]EDIT:[/b] Never mind, it is back online now. :) \n  #Q&_^Q&Q#LINK:262#Q&_^Q&Q#[/quote] \n  \n Site is back, but the new content has to wait because I somehow broke the update script. \n  \n Edit: I just forgot to update pygogapi, everything should be available now.""","2018-04-18 22:51:38"
"b'GOG Database - A website that collects data on GOG games'","b'Userscript is updated and should work with Greasemonkey now. What an awful addon...'","2018-04-19 03:08:16"
"b'GOG Hackathon 2018'","b""[quote] \n We would strongly prefer if you would use one of our APIs: \n  \n - Products catalogue \n - User authentication \n - User games library \n  [/quote] \n  \n This is the strangest announcement I've seen from GOG yet. Why wouldn't they just make this stuff public instead of doing a really short event where most likely nothing worthwhile will come out of?""","2018-04-23 22:20:16"
"b'UPDATE: <b>Introducing GOG Profiles</b>'","b""They finally did it, I've been waiting for this for so long! As everything GOG announces it came with a few stupid decisions that ruin the thing for the vocal minority, but that's nothing new really. Hopefully they fix this soon so we can all enjoy the new profile pages.""","2018-04-23 22:36:47"
"b'UPDATE: <b>Introducing GOG Profiles</b>'","b""[quote_420]#Q&_^Q&Q#AVATAR:https://images.gog.com/2dddf8c48081037ed6838fc3252c33cbf34a2377ba9902776df6935a921dad19_avm.jpg#Q&_^Q&Q#USERNAME:Jeysie#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:420#Q&_^Q&Q# \n      [quote_414]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:414#Q&_^Q&Q# \n       As everything GOG announces it came with a few stupid decisions that ruin the thing for the vocal minority, but that's nothing new really. \n      #Q&_^Q&Q#LINK:414#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/2dddf8c48081037ed6838fc3252c33cbf34a2377ba9902776df6935a921dad19_avm.jpg#Q&_^Q&Q#USERNAME:Jeysie#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:420#Q&_^Q&Q# \n   I noted in one of my posts in this mess that despite having been here almost since the site opened I rarely come to the forums, and now I'm starting to understand why I never spent time posting here. Is this sort of extreme overreaction to everything really that normal an occurrence? That's kind of... offputting. \n  #Q&_^Q&Q#LINK:420#Q&_^Q&Q#[/quote] \n How is this the quote you choose to illustrate your point? My full comment is pretty well balanced being about 50% positive but also pointing out that GOG has done a few easily avoidable things recently that alienate the vocal part of their userbase. I'm not judging these reactions, just pointing out a fact that's also perfectly illustrated by the rest of this thread.""","2018-04-23 23:02:19"
"b'GOG Hackathon 2018'","b""[quote_11]#Q&_^Q&Q#AVATAR:https://images.gog.com/1736fc41967c786667c3ef6d24d4a909b03158a8220b2c6f49d2b0614d452835_avm.jpg#Q&_^Q&Q#USERNAME:Venom#Q&_^Q&Q#GROUP:1#Q&_^Q&Q#LINK:11#Q&_^Q&Q# \n   That's the first step in this direction \n  #Q&_^Q&Q#LINK:11#Q&_^Q&Q#[/quote] \n  \n Oh, that's nice. Still a bit confused why you're doing it this way instead of giving access to people who've actively been asking for it.""","2018-04-24 00:50:26"
"b'Profile Feedback - General Suggestions & Bugs'","b'The store links on the games page are broken for games that are only available in a package.'","2018-04-24 04:37:21"
"b'Profile Feedback - General Suggestions & Bugs'","b'[quote_6]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d332087a0b58c80ad6abf47272602a4b94db20f8c6c8f8b4333b30efb2bded_avm.jpg#Q&_^Q&Q#USERNAME:BKGaming#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:6#Q&_^Q&Q# \n   Thanks. By the way what happens when you click on them? 404 or general store page? \n  #Q&_^Q&Q#LINK:6#Q&_^Q&Q#[/quote] \n  \n 301 redirect to [url=https://www.gog.com/games]https://www.gog.com/games[/url]'","2018-04-24 05:17:35"
"b'Profile Feedback - General Suggestions & Bugs'","b""Type: Bug \n  \n Posts from activity feed don't get removed after you unfriend someone.""","2018-04-27 13:39:55"
"b'VOTE FOR PRIVACY'","b""Yes, let's spam the whole forum with profile page threads because GOG surely hasn't noticed you don't like them yet.""","2018-04-27 15:17:45"
"b'linuxvangog - Fantastic Linux & Mac Guy and Where To Find Him'","b""[quote_158]#Q&_^Q&Q#AVATAR:https://images.gog.com/f80c1766613401cb7e7d8349f501e0fb04a91b46636ecd2c5e5fd087ac3a6c15_avm.jpg#Q&_^Q&Q#USERNAME:Korell#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:158#Q&_^Q&Q# \n   What I don't get is that GOG staff knew this messing around with file timestamps was a problem as they had already rolled it back once \n  #Q&_^Q&Q#LINK:158#Q&_^Q&Q#[/quote] \n  \n The content system does not store file timestamps. They didn't remove or add timestamps, just switched back to the older build method.""","2018-04-27 23:13:59"
"b'linuxvangog - Fantastic Linux & Mac Guy and Where To Find Him'","b""[quote_160]#Q&_^Q&Q#AVATAR:https://images.gog.com/f80c1766613401cb7e7d8349f501e0fb04a91b46636ecd2c5e5fd087ac3a6c15_avm.jpg#Q&_^Q&Q#USERNAME:Korell#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:160#Q&_^Q&Q# \n   Then I see this as a big flaw in the content system as it shows that it does not store all of the data for the files. And yes, the timestamp is part of the file data. \n  #Q&_^Q&Q#LINK:160#Q&_^Q&Q#[/quote] \n  \n I agree, this was a stupid oversight when the system was designed. It is not easy to fix now though, as this requires changes at every stage of the process, so I think we should give them at least a few weeks of time before complaining again. It's probably better to look into finding a community solution than to wait for this feature to get implemented.""","2018-04-29 03:07:12"
"b'linuxvangog - Fantastic Linux & Mac Guy and Where To Find Him'","b'[quote_163]#Q&_^Q&Q#AVATAR:https://images.gog.com/0b7fae2172fa155a079f14f5a93586f0d5a836bb68ca0c2efe7b7cec4b67da3e_avm.jpg#Q&_^Q&Q#USERNAME:vv221#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:163#Q&_^Q&Q# \n   I&rsquo;m not sure we can do anything if timestamps are lost at packaging time. \n  #Q&_^Q&Q#LINK:163#Q&_^Q&Q#[/quote] \n  \n You could get them from an old installer and write a patcher.'","2018-05-01 00:05:03"
"b'GOG Galaxy - Official Discussion Thread'","b""[quote_1549]#Q&_^Q&Q#AVATAR:https://images.gog.com/9c3f38225ead6277be2ddff04fb85214fe17aad0e1b3f537fbfc97957ef06b12_avm.jpg#Q&_^Q&Q#USERNAME:mattig89ch#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:1549#Q&_^Q&Q# \n   When I used the start menu shortcut, it opened galaxy, and launched the game through galaxy. \n  #Q&_^Q&Q#LINK:1549#Q&_^Q&Q#[/quote] \n  \n Create your own shortcut that doesn't use Galaxy. No reason to make such a big fuzz about it.""","2018-05-01 19:54:29"
"b'GOG Hackathon 2018'","b""Did anyone find anything more besides this? [url=https://github.com/pawelkaminski/AltaGoGs]https://github.com/pawelkaminski/AltaGoGs[/url] \n  \n That project references a new API endpoint at [url=https://api.gog.com/v1/games]https://api.gog.com/v1/games[/url] but otherwise I don't see anything exciting.""","2018-05-14 22:41:47"
"b'Ye olde GOG product ids public API charting enterprise'","b""MFW still no developer portal access :'(""","2018-05-22 00:00:51"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_267]#Q&_^Q&Q#AVATAR:https://images.gog.com/89861f6068da914aa41a1e8783ee1c6a48f386f93c7cf4da6cf24c42c4daf8a9_avm.jpg#Q&_^Q&Q#USERNAME:muntdefems#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:267#Q&_^Q&Q# \n   Is GOGdb stuck? There aren't any updates newer than the [b]Gorogoa[/b] one from yesterday. \n  #Q&_^Q&Q#LINK:267#Q&_^Q&Q#[/quote] \n  \n Yes, something made the script crash. I restarted the server and now it seems to be working again. Sorry for the downtime and thanks for reporting.""","2018-05-23 23:14:10"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_270]#Q&_^Q&Q#AVATAR:https://images.gog.com/e380dd5e8249f4ce94a3f215ccf0d99c50bf82e19aacc8e4bc3bd02da7c7e8c6_avm.jpg#Q&_^Q&Q#USERNAME:comradesean#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:270#Q&_^Q&Q# \n   I'm looking at the changelog for Divinity OS 2 and it looks like your update script corrupts all previous entries \n  \n   gogdb org/product/1584823040#changelog \n  \n   The new patch name and version name overwrites all previous entries. It maintains version number though \n  #Q&_^Q&Q#LINK:270#Q&_^Q&Q#[/quote] \n  \n It uses one name for all the entries with the same identifier. Nothing of the history should be lost, you just need to look at the last change to know the value at that time.""","2018-05-24 21:58:02"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_272]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d51f63f3a3ac710d93263dc37481294e26e4b66e830e5a445708ae99f3af9e_avm.jpg#Q&_^Q&Q#USERNAME:xpris#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:272#Q&_^Q&Q# \n   I have feature request. Can u add to price history also local price? As you know, Steam db count also every local currencies. This feature for me is very important. \n  \n   BTW. amazing job with gogdb :) \n  #Q&_^Q&Q#LINK:272#Q&_^Q&Q#[/quote] \n  \n No, local prices won't be added.""","2018-06-02 06:28:39"
"b'Unofficial GOG API Documentation'","b'[quote_103]#Q&_^Q&Q#AVATAR:https://images.gog.com/9daa6d68f78f5480145e856dfb77fb12a0c41b6de147e8b63aac5f26adc76911_avm.jpg#Q&_^Q&Q#USERNAME:Skyelette#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:103#Q&_^Q&Q# \n   Hello, \n  \n   I am trying to buy a game on GOG and the {""error"":""redirect_uri_mismatch"",""error_description"":""The redirect URI provided does not match registered URI(s).""} message comes up every time. \n  \n   I tried to read the other posts about this, but I am afraid I didn\'t really understand what was being said. I think I\'m trying to do something different, too. I just want the game :) \n  \n   Is there a dumbed -down way to tell me what I should do? I really have no idea what it is asking for. \n  \n   Thank you! \n  #Q&_^Q&Q#LINK:103#Q&_^Q&Q#[/quote] \n  \n I made a typo in the redirect_url parameter, it should be redirect_uri.'","2018-06-05 17:50:41"
"b'Greetings - A Quick Introduction'","b'Hello Linko90, hope you have a nice time here!'","2018-06-07 03:16:39"
"b'Comet - Galaxy Client for Linux'","b'Comet emulates a Galaxy client to allow games to use the Galaxy multiplayer service on Linux. It currently only has a console interface and is very limited in functionality. The supported games at the moment are limited to the Stardew Valley beta, but if you find other games that have unused Galaxy functionality on Linux or are in contact with a developer who is willing to release an unofficial build, I\'m going to try my best to make it work. Supported binary distros are Debian Buster, Sid and Ubuntu 18.04, others are only supported when built from source. \n  \n The rest of this post is basically copied from the README, so look there if the post happens to get outdated. \n  \n [b]Usage[/b] \n  \n 1. Create the directories ""~/.local/share/comet"" and ""~/.local/share/comet/peer"" \n 2. Create auth token using ""cometd create-token"" \n 3. Copy ""libGalaxyPeer64.so"" or ""libGalaxyPeer.so"" from a supported game to \n ""~/.local/share/comet/peer"". The architecture has to match the one of the \n game executable, so it\'s best to copy both if available. \n 3. Run daemon with ""cometd"" \n  \n [b]Dependencies[/b] \n  \n * [url=https://curl.haxx.se/libcurl/]libcurl[/url] (APT: libcurl4) \n * [url=https://developers.google.com/protocol-buffers/]libprotobuf[/url] (APT: libprotobuf10) \n  \n [b]Downloads[/b] \n  \n Binary: [url=https://gitlab.com/Yepoleb/comet/tags]https://gitlab.com/Yepoleb/comet/tags[/url] \n Source: [url=https://gitlab.com/Yepoleb/comet]https://gitlab.com/Yepoleb/comet[/url] \n  \n [b]License[/b] \n  \n GPLv3 \n  \n Edit: Thanks to BKGaming and muntdefems for helping me with testing!'","2018-06-11 21:08:01"
"b'Comet - Galaxy Client for Linux'","b'Thanks everyone!'","2018-06-12 16:17:07"
"b'Comet - Galaxy Client for Linux'","b""[quote_16]#Q&_^Q&Q#AVATAR:https://images.gog.com/224eb99b3ba5d36a3b7c4841755afe09060ee37c247b7848fa439892f08bd362_avm.jpg#Q&_^Q&Q#USERNAME:Gekko_Dekko#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:16#Q&_^Q&Q# \n   &gt;gitlab \n   was you scared of ms too? :D \n  \n   Jokes aside - does it work only for multiplayer, or achievements too? Also is your point to emulate galaxy on linux, or go further? (for example - you can make some galaxy-exclusive features work offline) \n  #Q&_^Q&Q#LINK:16#Q&_^Q&Q#[/quote] \n I started it as a private repo because I wanted to ask for permission from GOG first and now just left it on Gitlab. Achievements are already implemented, but I don't think they're 100% compatible yet. I want to bring the full Galaxy experience to Linux and am already working on a Qt GUI. Can you elaborate what exclusive features you'd like to see work offline?""","2018-06-13 14:50:43"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_275]#Q&_^Q&Q#AVATAR:https://images.gog.com/4b51d6691ef6eaf8b7e4a4b9d696f47085dc988599084d35c58cbea1858c83f9_avm.jpg#Q&_^Q&Q#USERNAME:Barefoot_Monkey#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:275#Q&_^Q&Q# \n   Awesome site. Just so you know, I just added a new feature to Barefoot Essentials to add GOG DB links to GOG's product pages. drmike suggested this feature in the BE topic. \n  \n   I know that you already have a script for that, but I figured it couldn't hurt to add it to mine too for extra awareness. \n  #Q&_^Q&Q#LINK:275#Q&_^Q&Q#[/quote] \n  \n Thanks, I really appreciate that. My script is mostly intended for people who don't already run other scripts, so I was just waiting for the site to be included.""","2018-06-14 06:05:43"
"b'Comet - Galaxy Client for Linux'","b""[quote_24]#Q&_^Q&Q#AVATAR:https://images.gog.com/224eb99b3ba5d36a3b7c4841755afe09060ee37c247b7848fa439892f08bd362_avm.jpg#Q&_^Q&Q#USERNAME:Gekko_Dekko#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:24#Q&_^Q&Q# \n      [quote_18]#Q&_^Q&Q#AVATAR:https://images.gog.com/c4c8a116fe99a8f12bf9948bd327cf98374dc328d2b276559a5bcb15a648fd97_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:18#Q&_^Q&Q# \n       Can you elaborate what exclusive features you'd like to see work offline? \n      #Q&_^Q&Q#LINK:18#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/224eb99b3ba5d36a3b7c4841755afe09060ee37c247b7848fa439892f08bd362_avm.jpg#Q&_^Q&Q#USERNAME:Gekko_Dekko#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:24#Q&_^Q&Q# \n   offline achievements would be nice, if possible (I dunno how to describe it better, lol. Overall - the same list of unlockables, but accessible and fully workable offline). \n  \n   Also ability to disable any unwanted online connectivity (so - people, who dont use social features, will be able to use this client as alternative for deprecated gogdownloader). Not altogether, but configurable, obviously. \n   I know that it wont work for games themself, [url=https://www.gog.com/wishlist/galaxy/remove_online_connectivity_from_galaxydll]due to way, gog's libraries currently work[/url]. But for client - shouldnt be difficult. \n  \n   Looking for future, you may also implement something like wine support and such, but thats will be a bit hard. Good luck, overall :) \n  #Q&_^Q&Q#LINK:24#Q&_^Q&Q#[/quote] \n  \n For features that are easily disabled like the presence service I'll probably put in a setting, but most offline stuff would require extra code and won't be a priority for now unfortunately. Focus is currently multiplayer, installing native games and social stuff in that order. I know social features are a bit controversial, but in my opinion they're necessary to make the client attractive to new users.""","2018-06-15 01:00:24"
"b'The ""what did just update?"" thread'","b""Sorry for breaking things for you, but the renewal came up and I decided it's a good opportunity to drop the legacy domain. Probably should do a proper announcement in my thread though.""","2018-06-15 17:57:41"
"b'GOG Database - A website that collects data on GOG games'","b'Proper announcement because apparently some people were still using gogdb.yepoleb.me, the domain is dead now because I decided not to purchase a renewal. [url=https://www.gogdb.org]https://www.gogdb.org[/url] should be the only URL you use now. Sorry for the inconvenience, but it had to happen at some point.'","2018-06-15 18:03:48"
"b'Unofficial GOG API Documentation'","b'I just uploaded my dumps of the GOG protocols at [url=https://github.com/Yepoleb/gog_protodump]https://github.com/Yepoleb/gog_protodump[/url]. These are not proper protocol files because they are missing quite a few details, but can be used as a starting point for further reverse engineering. For working files check [url=https://gitlab.com/Yepoleb/comet/tree/master/protobufs]https://gitlab.com/Yepoleb/comet/tree/master/protobufs[/url] but those do not match the original namespaces and are missing most of the message types.'","2018-06-18 10:15:58"
"b'Comet - Galaxy Client for Linux'","b'[quote_27]#Q&_^Q&Q#AVATAR:https://images.gog.com/0963288ea6c5a2b294f2e73a0ef825939c6ed379bef4b045d2d603da208586d8_avm.jpg#Q&_^Q&Q#USERNAME:Ixamyakxim#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:27#Q&_^Q&Q# \n   Someone is going to get a C&amp;D followed by a job offer ;) \n  #Q&_^Q&Q#LINK:27#Q&_^Q&Q#[/quote] \n  \n I got the approval from GOG before going public, so legal action is very unlikely.'","2018-06-20 21:58:49"
"b'Ye olde GOG product ids public API charting enterprise'","b""I just noticed there's a screenshot attached to the Build Creator. So this is what it looks like: [url=https://images.gog.com/d01a4c631a0e453e1971dddfc56a6c271dda67bebd55260a567ec44d718741ba.jpg]https://images.gog.com/d01a4c631a0e453e1971dddfc56a6c271dda67bebd55260a567ec44d718741ba.jpg[/url]""","2018-06-21 06:29:10"
"b'Unofficial GOG API Documentation'","b""I was able to almost fully reverse engineer the protocol types, so now they're very close to usable. I've decided to rename the repository to gog_protocols because it's no longer just a dump. The new URL is now [url=https://github.com/Yepoleb/gog_protocols]https://github.com/Yepoleb/gog_protocols[/url]""","2018-06-22 03:45:57"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_284]#Q&_^Q&Q#AVATAR:https://images.gog.com/a80269a57ae826b4401bc6d687d415d02b103d07e533e4ca482f2c887c1ac468_avm.jpg#Q&_^Q&Q#USERNAME:phaolo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:284#Q&_^Q&Q# \n   What happened on the 2018-04-18? I see a [b]ton[/b] of old games and bonuses added.. did you do some kind of db refresh? \n  #Q&_^Q&Q#LINK:284#Q&_^Q&Q#[/quote] \n  \n That's when I did the last update which added support for unlisted games.""","2018-06-27 02:32:53"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_286]#Q&_^Q&Q#AVATAR:https://images.gog.com/a80269a57ae826b4401bc6d687d415d02b103d07e533e4ca482f2c887c1ac468_avm.jpg#Q&_^Q&Q#USERNAME:phaolo#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:286#Q&_^Q&Q# \n   You mean those without their own page, like the bundled games? \n   I guess I'll just skip that day then, thanks. \n  #Q&_^Q&Q#LINK:286#Q&_^Q&Q#[/quote] \n  \n Yes, games without a store page. Those are not real updates, so it makes sense to ignore them.""","2018-06-27 02:53:52"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_290]#Q&_^Q&Q#AVATAR:https://images.gog.com/d41c329f024235583aaf001ee406c5e2db5a529fde637dded90965040acdfd3f_avm.jpg#Q&_^Q&Q#USERNAME:Fairfox#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:290#Q&_^Q&Q# \n   o gosh i cant be assed updatin' gsmmillion gamies :/ \n   update system is sooooo crap here \n  #Q&_^Q&Q#LINK:290#Q&_^Q&Q#[/quote] \n  \n Sorry are you drunk?""","2018-06-27 05:53:18"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_294]#Q&_^Q&Q#AVATAR:https://images.gog.com/89861f6068da914aa41a1e8783ee1c6a48f386f93c7cf4da6cf24c42c4daf8a9_avm.jpg#Q&_^Q&Q#USERNAME:muntdefems#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:294#Q&_^Q&Q# \n   Guess Yepoleb will have to put it in bold face and underlined in the OP. :P \n  #Q&_^Q&Q#LINK:294#Q&_^Q&Q#[/quote] \n  \n I guess I do, thanks for the suggestion.'","2018-06-30 18:59:42"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_299]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:299#Q&_^Q&Q# \n   Is there any way to check trends like [url=https://steamdb.info/linux/]this one[/url] (besides full manual calculation)? \n  #Q&_^Q&Q#LINK:299#Q&_^Q&Q#[/quote] \n  \n No, nothing automated.'","2018-07-10 06:20:48"
"b'GOG Database - A website that collects data on GOG games'","b""I've modified the backup system to also make available postgres dumps. This format contains full description and changelog texts in addition to the data already in CSV dumps and can be downloaded from [url=https://www.gogdb.org/backups_v2]https://www.gogdb.org/backups_v2[/url]. The legacy URL at [url=https://www.gogdb.org/backups]https://www.gogdb.org/backups[/url] remains for now to not break compatibility with scripts. This change was possible because GOG gave me permission to distribute their full texts which I really appreciate.""","2018-07-19 04:56:36"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_302]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:302#Q&_^Q&Q# \n      [quote_301]#Q&_^Q&Q#AVATAR:https://images.gog.com/c4c8a116fe99a8f12bf9948bd327cf98374dc328d2b276559a5bcb15a648fd97_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:301#Q&_^Q&Q# \n       This format contains full description and changelog texts in addition to the data already in CSV dumps \n      #Q&_^Q&Q#LINK:301#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:302#Q&_^Q&Q# \n   That's great news. Will you be tracking changelog updates on the main website as well then? :) \n  \n   *runs off to plan retirement from the updates thread* \n  #Q&_^Q&Q#LINK:302#Q&_^Q&Q#[/quote] \n  \n That was the intention behind it, but I haven't thought any further on it. Don't expect to retire too soon.""","2018-07-20 07:39:51"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_304]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:304#Q&_^Q&Q# \n   Nice. How can that be imported in the DB? I can try experimenting with making a reporting table for example for amount of Linux games. It can be a daily report that can be exposed in the UI. \n  #Q&_^Q&Q#LINK:304#Q&_^Q&Q#[/quote] \n  \n I used ""pg_restore -d gogdb gogdb_2018-07-20.dump"" to import it when I switched servers. The database needs to already exist and the user probably too. It shouldn\'t be hard to figure out if you play around with pg_restore.'","2018-07-20 21:48:07"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_307]#Q&_^Q&Q#AVATAR:https://images.gog.com/f3d332087a0b58c80ad6abf47272602a4b94db20f8c6c8f8b4333b30efb2bded_avm.jpg#Q&_^Q&Q#USERNAME:BKGaming#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:307#Q&_^Q&Q# \n   Is it possible to track the Galaxy specific stuff such as update branches like public and private ones... like Steamdb does? Or is that not exposed in the API right now? \n  #Q&_^Q&Q#LINK:307#Q&_^Q&Q#[/quote] \n  \n I've got the Galaxy depots mostly implemented, I'm just too lazy to polish it for release. Whether tracking is going to be part of the bigger update or a second smaller one is not decided yet.""","2018-07-24 22:33:24"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_310]#Q&_^Q&Q#AVATAR:https://images.gog.com/3f9e109ac09308f7d52c607c8571e63d5fb482acca499a83e767dfff7f00d57d_avm.jpg#Q&_^Q&Q#USERNAME:Menacer#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:310#Q&_^Q&Q# \n   I think there are some (delisted) games missing in the DB: \n   www.gog.com/news/new_release_chessmaster_9000 \n   www.gog.com/news/new_release_colin_mcrae_rally_2005 \n   www.gog.com/news/new_release_cryostasis_the_sleep_of_reason \n   www.gog.com/news/release_dark_matter \n  #Q&_^Q&Q#LINK:310#Q&_^Q&Q#[/quote] \n  \n Thanks, I've added them manually and they'll appear with the next scan.""","2018-07-26 20:21:12"
